source	zh	note
Effects: Permanent Unit Enchantment\nTarget: one normal unit\nCasting Cost: 180 mana\nUpkeep: 5 mana/turn\n'Curses' a normal unit with the effects of lycanthropy, changing them into werewolves with the ability to regenerate and weapon immunity.	效果：永久單位附魔\n目標：一個常規單位\n施法花費：180 法力\n維護：5 法力/回合\n以狼化的效果「詛咒」一個常規單位，將其變為具有再生能力與武器免疫的狼人。	help
Effects: Unit Enchantment\nTarget: normal unit\nCasting Cost: 100 mana\nUpkeep: 1 mana/turn\nTransforms a target creature into a vile undead being with +2 melee attack strength, +1 to missile attack strength, breath attacks, hit points, resistance and defense. Undead can not be healed or animated, but gain all the immunities of Death creatures.	效果：單位附魔\n目標：常規單位\n施法花費：100 法力\n維護：1 法力/回合\n將目標生物轉化為邪惡的不死存在，近戰攻擊強度 +2，遠程攻擊強度、噴吐攻擊、生命值、抗性與防禦各 +1。不死生物無法被治療或喚醒，但獲得死亡屬性生物的所有免疫能力。	help
Effects: Creature Summoning\nTarget: n/a\nCasting Cost: 250 mana\nUpkeep: 1 mana/turn\nSummons a night stalker and binds it to the will of the wizard. Night Stalkers are invisible, non- corporeal, and have the dreaded death gaze.	效果：生物召喚\n目標：不適用\n施法花費：250 法力\n維護：1 法力/回合\n召喚一名夜行獵者並將其束縛於巫師的意志之下。夜行獵者隱形、非實體，並擁有令人膽寒的死亡凝視。	help
Effects: Combat/City Enchantment\nTarget: one city\nCasting Cost: 40 mana\nUpkeep: 5 mana / turn\nNo enemy unit outside a Wall of Darkness may attack a friendly unit inside with a ranged attack, unless the enemy unit has illusions immunity.	效果：戰鬥/城市附魔\n目標：一座城市\n施法花費：40 法力\n維護：5 法力/回合\n位於黑暗之牆外的敵方單位無法以遠程攻擊攻擊牆內的友方單位，除非該敵方單位具有幻象免疫。	help
Effects: Combat Enchantment\nTarget: one unit\nCasting Cost: 30 mana\nUpkeep: none\nThe target unit's melee attack strength is doubled and its defense is reduced to 0.	效果：戰鬥附魔\n目標：一個單位\n施法花費：30 法力\n維護：無\n目標單位的近戰攻擊強度加倍，防禦降為 0。	help
Effects: Creature Summoning\nTarget: n/a\nCasting Cost: 325 mana\nUpkeep: 7 mana/turn\nSummons a group of 4 shadow demons and binds them to the will of the wizard. Shadow demons can plane shift and regenerate.	效果：生物召喚\n目標：不適用\n施法花費：325 法力\n維護：7 法力/回合\n召喚一群 4 隻暗影惡魔並將其束縛於巫師的意志之下。暗影惡魔能夠位面轉移與再生。	help
Effects: Combat/Unit Enchantment\nTarget: one unit\nCasting Cost: 30 / 150 mana\nUpkeep: 3 man/turn\nTarget unit becomes non-corporeal. Non- corporeal units gain weapon immunity and the ability to move across any terrain at a cost of 1/2 movement point.	效果：戰鬥/單位附魔\n目標：一個單位\n施法花費：30 / 150 法力\n維護：3 法力/回合\n目標單位變為非實體。非實體單位獲得武器免疫，並能以 1/2 移動點數的代價穿越任何地形。	help
Effects: Combat Enchantment\nTarget: n/a\nCasting Cost: 40 mana\nUpkeep: none\nWracks all enemy non-death creatures with the powers of darkness. Each figure in every enemy unit must resist with a +1 bonus or take 1 point of damage.	效果：戰鬥附魔\n目標：不適用\n施法花費：40 法力\n維護：無\n以黑暗之力摧殘所有非死亡屬性的敵方生物。每個敵方單位中的每個個體都必須以 +1 加值抵抗，否則承受 1 點傷害。	help
Effects: City Enchantment\nTarget: enemy city\nCasting Cost: 100 mana\nUpkeep: 4 mana/turn\nA demonic presence enters the target city, destroying any magic power generated by shrines, temples, parthenons, and cathedrals. The spell has no effect if the city's owner can use death magic.	效果：城市附魔\n目標：敵方城市\n施法花費：100 法力\n維護：4 法力/回合\n一股惡魔的存在進入目標城市，摧毀由神龕、神殿、帕德嫩神廟與大教堂產生的所有魔力。若城市擁有者能使用死亡魔法，則此法術無效。	help
Effects: Creature Summoning\nTarget: n/a\nCasting Cost: 500 mana\nUpkeep: 5 mana/turn\nSummons a group of 4 wraiths and binds them to the will of the wizard. Wraiths are non-corporeal and have a -3 resistance life-stealing attack.	效果：生物召喚\n目標：不適用\n施法花費：500 法力\n維護：5 法力/回合\n召喚一群 4 隻幽魂並將其束縛於巫師的意志之下。幽魂為非實體，並擁有 -3 抗性的竊命攻擊。	help
Effects: City Enchantment\nTarget: friendly city\nCasting Cost: 150 mana\nUpkeep: 3 mana/turn\nSummons a great cloud of shadow which surrounds the city as long as the enchantment is in effect. All combats taking place at the city are treated as though a Darkness spell has been cast.	效果：城市附魔\n目標：友方城市\n施法花費：150 法力\n維護：3 法力/回合\n召喚一片巨大的暗影之雲環繞城市，只要附魔持續生效即不散去。在該城市發生的所有戰鬥都視同已施放黑暗術。	help
Effects: Overland Enchantment\nTarget: owned magic node\nCasting Cost: 75 mana\nUpkeep: none\nCorrupts the targeted magic node, cursing the controller and drawing out 5 mana from the wizard instead of generating more. Once warped, a node can only be returned to normal by a Disenchant Area or Disenchant True spell. Until then the node will continue to draw out magical power.	效果：陸上附魔\n目標：擁有的魔法節點\n施法花費：75 法力\n維護：無\n腐化目標魔法節點，詛咒其控制者，並從巫師處抽走 5 法力，而非產生更多法力。一旦被扭曲，節點只能透過區域祛魔或真實祛魔法術恢復正常。在此之前，節點將持續抽走魔力。	help
Effects: Global Enchantment\nTarget: n/a\nCasting Cost: 800 mana\nUpkeep: 40 mana/turn\nAll normal creatures falling in battle become zombies at the end of the battle under the control of the casting wizard if that wizard is victorious.	效果：全域附魔\n目標：不適用\n施法花費：800 法力\n維護：40 法力/回合\n若施法巫師獲勝，所有在戰鬥中倒下的常規生物將在戰鬥結束時成為殭屍，受施法巫師控制。	help
Effects: City Enchantment\nTarget: enemy city\nCasting Cost: 200 mana\nUpkeep: 5 mana/turn\nHalves the food production of the afflicted city as long as the famine is in effect. If the city has an insufficient food supply, the citizens will begin to starve.	效果：城市附魔\n目標：敵方城市\n施法花費：200 法力\n維護：5 法力/回合\n只要饑荒持續生效，受影響城市的食物產量減半。若城市食物供應不足，市民將開始挨餓。	help
Effects: City Enchantment\nTarget: enemy city\nCasting Cost: 150 mana\nUpkeep: 2 mana/turn\nHalves the production of a city.	效果：城市附魔\n目標：敵方城市\n施法花費：150 法力\n維護：2 法力/回合\n使城市的生產減半。	help
Effects: Instant Combat\nTarget: one unit\nCasting Cost: 40 mana\nUpkeep: none\nEach figure in one unit must save at -5 or be slain instantly.	效果：即時戰鬥\n目標：一個單位\n施法花費：40 法力\n維護：無\n一個單位中的每個個體都必須以 -5 通過豁免，否則立即被殺死。	help
Effects: Creature Summoning\nTarget: n/a\nCasting Cost: 600 mana\nUpkeep: 8 mana / turn\nSummons a group of 4 death knights and binds them to the will of the wizard. Death knights attack with +2 to-hit, armor piercing and first strike. They also have a -4 resistance life-stealing attack.	效果：生物召喚\n目標：不適用\n施法花費：600 法力\n維護：8 法力/回合\n召喚一群 4 名死亡騎士並將其束縛於巫師的意志之下。死亡騎士攻擊時具有 +2 命中、破甲與先制。他們亦擁有 -4 抗性的竊命攻擊。	help
Effects: Permanent Creature Enchantment\nTarget: one dead unit\nCasting Cost: 50 mana\nUpkeep: Special\nRaises one slain enemy (not protected by magic immunity) or ally unit from the dead and places it under your control. The creature becomes undead, and is treated as a creature of death for all purposes. Animated fantastic units cost 50% more in maintenance.	效果：永久生物附魔\n目標：一個死亡單位\n施法花費：50 法力\n維護：特殊\n將一個被殺死的敵方（未受魔法免疫保護）或友方單位從死亡中復起，並置於你的控制之下。該生物成為不死生物，並在所有情況下視為死亡屬性生物。被喚醒的奇幻單位維護費用增加 50%。	help
Effects: City Enchantment\nTarget: enemy city\nCasting Cost: 350 mana\nUpkeep: 5 mana/turn\nSpreads a deadly plague throughout the affected city killing one population each turn if the current population exceeds a 1-10 roll.	效果：城市附魔\n目標：敵方城市\n施法花費：350 法力\n維護：5 法力/回合\n在受影響城市中散播致命瘟疫，若當前人口超過一次 1-10 的擲骰結果，每回合殺死一名人口。	help
Effects: Global Enchantment\nTarget: n/a\nCasting Cost: 1000 mana\nUpkeep: 15 mana/turn\nCovers the world in a blanket of darkness. Except for those cities protected by Heavenly Light, all combats are assumed to be covered by the spell of Darkness.	效果：全域附魔\n目標：不適用\n施法花費：1000 法力\n維護：15 法力/回合\n以一層黑暗覆蓋整個世界。除了受天堂之光保護的城市外，所有戰鬥都視為籠罩在黑暗術之下。	help
Effects: Creature Summoning\nTarget: n/a\nCasting Cost: 1000 mana\nUpkeep: 15 mana/turn\nSummons a demon lord and binds it to the will of the wizard. Demon lords can summon up to 3 lesser demons per combat, have weapon immunity, and have a -1 resistance life-stealing attack both in melee and at range.	效果：生物召喚\n目標：不適用\n施法花費：1000 法力\n維護：15 法力/回合\n召喚一名惡魔領主並將其束縛於巫師的意志之下。惡魔領主每場戰鬥可召喚至多 3 隻次級惡魔，具有武器免疫，並在近戰與遠程皆擁有 -1 抗性的竊命攻擊。	help
Effects: Creature Summoning\nTarget: n/a\nCasting Cost: 30 mana\nUpkeep: 1 mana/turn\nSummons a magic spirit which can meld with magical nodes and direct the node's power to the controlling wizard.	效果：生物召喚\n目標：不適用\n施法花費：30 法力\n維護：1 法力/回合\n召喚一個魔法精靈，它能與魔法節點融合，並將節點的力量導向控制它的巫師。	help
Effects: Instant Combat\nTarget: single unit\nCasting Cost: 10+ mana\nUpkeep: none\nAttempts to destroy all enemy enchantments on a unit. The chance for success is equal to the mana spent on this spell divided by the sum of the costs for this spell and the target enchantment. For example if this spell is cast with 30 mana on a unit with an Eldritch Weapon enchantment (cost 15) the chance to dispel it would be 30/(30+15) or 67%.	效果：即時戰鬥\n目標：單一單位\n施法花費：10+ 法力\n維護：無\n試圖摧毀一個單位上所有的敵方附魔。成功的機率等於施放此法術所花的法力，除以此法術花費與目標附魔花費的總和。例如，若以 30 法力對一個帶有邪能武器附魔（花費 15）的單位施放此法術，解除它的機率為 30/(30+15) 即 67%。	help
Effects: Instant Combat/Global\nTarget: n/a\nCasting Cost: 50+ mana\nUpkeep: none\nAttempts to dispel all enemy spells in the targeted map square. The chance of successfully dispelling an enchantment is calculated as in Dispel Magic.	效果：即時戰鬥/全域\n目標：不適用\n施法花費：50+ 法力\n維護：無\n試圖解除目標地圖格中所有的敵方法術。成功解除一項附魔的機率計算方式與解除魔法相同。	help
Effects:Permanent Item Enchantment\nTarget: n/a\nCasting Cost: special\nUpkeep: none\nCreates a lesser magical item for use by your heroes. Only powers that cost 200 mana or less may be used. For details, see magic item creation in your manual.	效果：永久物品附魔\n目標：不適用\n施法花費：特殊\n維護：無\n製造一件較次級的魔法物品供你的英雄使用。只能使用花費 200 法力以下的能力。詳情請參閱手冊中的魔法物品製造章節。	help
Effects:Creature Summoning\nTarget: n/a\nCasting Cost: 300 mana\nUpkeep: none\nSummons a lesser hero to lead your army. The hero will not require any initial gold to join, but still requires maintenance. This spell will fail if you already control six heroes.	效果：生物召喚\n目標：不適用\n施法花費：300 法力\n維護：無\n召喚一名較次級的英雄來統領你的軍隊。該英雄加入時不需任何初始金幣，但仍需維護費用。若你已控制六名英雄，此法術將失敗。	help
Effects: Instant\nTarget: one Global Enchantment\nCasting Cost: 200+ mana\nUpkeep: none\nAttempts to dispel one enemy global enchantment. The chance of successfully dispelling this enchantment is calculated as in Dispel Magic.	效果：即時\n目標：一項全域附魔\n施法花費：200+ 法力\n維護：無\n試圖解除一項敵方全域附魔。成功解除此附魔的機率計算方式與解除魔法相同。	help
Effects: Permanent Item Enchantment\nTarget: n/a\nCasting Cost: special\nUpkeep: none\nCreates a magical artifact for use by your heroes. Any powers may be used. For details, see magic item creation in your manual.	效果：永久物品附魔\n目標：不適用\n施法花費：特殊\n維護：無\n製造一件魔法神器供你的英雄使用。可使用任何能力。詳情請參閱手冊中的魔法物品製造章節。	help
Effects: Creature Summoning\nTarget: n/a\nCasting Cost: 750 mana\nUpkeep: none\nSummons a greater hero to lead your army. The hero will not require any initial gold to join,but still requires maintenance. This spell will fail if you already control six heroes.	效果：生物召喚\n目標：不適用\n施法花費：750 法力\n維護：無\n召喚一名較強大的英雄來統領你的軍隊。該英雄加入時不需任何初始金幣，但仍需維護費用。若你已控制六名英雄，此法術將失敗。	help
The purify button allows you to clean up corrupted areas of the world. It takes three turns to completely purify each area.	淨化按鈕讓你清理世界中受腐化的區域。完全淨化每塊區域需要三回合。	help
Dark elf grow very slowly (-20 people/turn) and may not build Cathedrals or Maritime Guilds.	黑暗精靈成長非常緩慢（每回合人口-20），且無法建造大教堂或海事公會。	help
This is the name and size of the city.	這是城市的名稱與規模。	help
If you are transmuting gold to power, this is the amount of gold you wish to convert. If you are transmuting power to gold, this is the amount of gold that you will receive for the given amount of power.	若你正在將金幣嬗變為魔力，這是你想轉換的金幣數量。若你正在將魔力嬗變為金幣，這是你以給定魔力換得的金幣數量。	help
By sliding this back and forth, you affect the amount gold and power involved.	來回滑動此處，即可調整所涉及的金幣與魔力數量。	help
If you are transmuting power to gold, this is the amount of power you wish to convert. If you are transmuting gold to power, this is the amount of power that you will receive for the given amount of gold.	若你正在將魔力嬗變為金幣，這是你想轉換的魔力數量。若你正在將金幣嬗變為魔力，這是你以給定金幣換得的魔力數量。	help
The arrow button toggles between transmuting gold to power and power to gold.	箭頭按鈕可在「金幣嬗變為魔力」與「魔力嬗變為金幣」之間切換。	help
Large shields add +2 to the unit's defense against all ranged attacks.	大型盾牌使該單位對所有遠程攻擊的防禦+2。	help
Plane shift allows the unit to shift back and forth between the planes at will.	位面轉移讓該單位能隨意在各位面之間來回轉移。	help
Wall crusher allows the unit to destroy a section of a stone wall 50% of the time.	破牆能力讓該單位有50%的機率摧毀一段石牆。	help
Healers will heal 25% of the damage that all units stacked with the healer have sustained after a combat.	治療者會在戰鬥結束後，治癒與其同格的所有單位所受傷害的25%。	help
Invisibility makes the unit susceptible only to ranged attacks when adjacent to an enemy, and otherwise reduces the attacker's chance to hit by 1.	隱形使該單位在與敵方相鄰時僅會受到遠程攻擊，其餘情況下則使攻擊者的命中機率-1。	help
Create undead allows the unit to create new undead of the same type from any units that it has eliminated in combat. This cannot be used on heroes.	創造不死讓該單位能將其在戰鬥中消滅的任何單位，化為同類型的新不死生物。此能力無法用於英雄。	help
Non-corporeal allows the unit to pass through any land square at a cost of 1/2 movement point, and allows it to move through walls unimpeded.	非實體讓該單位能以1/2移動力的代價通過任何陸地格，並可暢行無阻地穿越牆壁。	help
Wind walking allows the unit and all stacked with it to fly.	御風行讓該單位及與其同格的所有單位皆可飛行。	help
Regeneration allows the unit to heal one hit per combat phase, and be completely healed at the end of a combat. If the unit was destroyed but its side was victorious, the unit will come back to life, completely healed.	再生讓該單位每個戰鬥階段治癒一點傷害，並在戰鬥結束時完全治癒。若該單位被消滅但其陣營獲勝，該單位將復活並完全治癒。	help
Purify allows a unit to clean corruption from a square.	淨化讓單位能清除一個格子上的腐化。	help
Fire immunity makes units immune to fire attacks.	火焰免疫使單位免疫火焰攻擊。	help
Weapon immunity makes the unit nearly impervious to attacks from normal units that do not have mithril, adamantium, blessed, or flaming weapons, and increases the unit's defense to 10 against magical attacks. Weapon immunity does not protect against fantastic creatures and spells.	武器免疫使該單位幾乎不受未持有秘銀、精金、受祝福或燃焰武器之常規單位的攻擊影響，並將該單位對魔法攻擊的防禦提升至10。武器免疫無法抵禦奇幻生物與法術。	help
Missiles immunity makes the unit immune to all forms of missile attacks.	飛彈免疫使該單位免疫所有形式的飛彈攻擊。	help
Illusions immunity negates the illusionary bonus of illusionary attacks and makes the unit impervious to illusion-resistance spells. In addition, the unit can see invisible units.	幻象免疫可抵消幻象攻擊的幻象加成，並使該單位不受幻象抗性法術影響。此外，該單位能看見隱形單位。	help
Cold immunity makes the unit impervious to cold attacks.	寒冷免疫使該單位不受寒冷攻擊影響。	help
Magic immunity makes a unit immune to all forms of magic including ranged magical attacks and all spell effects, regardless of realm.	魔法免疫使單位免疫所有形式的魔法，包括遠程魔法攻擊與所有法術效果，無論屬於何種領域。	help
Death immunity negates all spells which cause death and fear.	死亡免疫可抵消所有造成死亡與恐懼的法術。	help
Heals a target unit by 5 hit points (or less, if the unit has sustained fewer than 5 hit points of damage).	治癒目標單位5點生命值（若該單位所受傷害不足5點，則治癒量較少）。	help
Throws a giant exploding ball of flames at all the figures in a target unit. The intensity of the flames' heat and the amount of damage inflicted by this mini-inferno depends on the amount of magic power pumped into the spell. A fireball has a base strength of 5; the strength increases by one for every 3 additional units of mana added.	向目標單位中的所有個體投擲一顆爆裂的巨大火球。這團小型烈焰的熱度與造成的傷害量，取決於灌注進此法術的魔力多寡。火球的基礎強度為5；每額外加入3單位法力，強度便提升1。	help
Calls upon the forces of chaos to viciously tear into the target unit, causing ten points of damage regardless of defenses.	召喚混沌之力凶狠地撕裂目標單位，無視防禦造成十點傷害。	help
Each individual enemy unit engaging the fearful in melee must resist magic or stand frozen in terror, unable to attack, even if swung upon.	每個與帶有恐懼者進行近戰的敵方單位都必須抵抗魔法，否則將因恐懼而僵立原地、無法攻擊，即使遭到攻擊也是如此。	help
Casts a sticky web over the creatures in a target unit. Creatures stuck in this web may not move until they have destroyed the web. The web has a total of 12 'hit points' (hearts, but no defenses) and can only be destroyed by the trapped unit's melee and magic ranged attacks, both of which do their full force in damage against webs. The sticky remnants of the web prevent flying units that were trapped from flying for the remainder of the battle.	向目標單位中的生物投出黏網。被困在網中的生物在摧毀網之前無法移動。此網共有12點「生命值」（有心數，但無防禦），且只能由受困單位的近戰與魔法遠程攻擊摧毀，這兩種攻擊對網均以全力造成傷害。網的黏性殘餘會使受困的飛行單位在該場戰鬥剩餘時間內無法飛行。	help
Resistance to all increases the resistance of all friendly units in the combat by the listed bonus level. The bonus is not cumulative with other creatures with the same ability.	全抗性使戰鬥中所有友方單位的抗性提升所列的加成等級。此加成不與其他具有相同能力的生物疊加。	help
Holy bonus increases the attack strength, defense, and resistance of all friendly units in the combat by the bonus level of the holy bonus. The bonus is not cumulative.	神聖加成使戰鬥中所有友方單位的攻擊強度、防禦與抗性提升神聖加成的等級。此加成不可疊加。	help
Armor piercing halves the effectiveness of the defender's defense rating.	破甲使防禦者的防禦值效果減半。	help
First strike allows the unit to deal its damage before hand-to- hand attacks, but after breath, thrown, and gaze attacks.	先制攻擊讓該單位能在近身肉搏攻擊之前造成傷害，但在吐息、投擲與凝視攻擊之後。	help
Weapon ability that does half its attack strength in damage automatically -- no to-hit roll, no resistance, no defense.	一種武器能力，自動造成其攻擊強度一半的傷害——無需命中骰、不受抗性、不受防禦影響。	help
Weapon ability that causes the target to make a resistance roll or be disintegrated.	一種武器能力，使目標進行抗性檢定，否則遭到瓦解。	help
Stoning touch makes one enemy unit resist or be turned to stone in addition to any other hand-to-hand attack.	石化觸碰使一個敵方單位除了承受其他任何近身肉搏攻擊外，還必須抵抗，否則化為石頭。	help
Special ability that causes the target to save at -3 or die.	一種特殊能力，使目標以-3的減值進行檢定，否則死亡。	help
Calls upon the forces of light to envelop a target chaos or death creature (unit) with holy fires. A unit unable to withstand (at a penalty of 4 to resistance) the bright, holy flames is instantly destroyed. Units that are undead (black channeled or animated) are particularly susceptible to this spell, having to resist its effects at a penalty of 10.	召喚光明之力，以神聖火焰包圍目標混沌或死亡生物（單位）。無法承受（抗性附帶4的減值）這明亮神聖火焰的單位將被立即消滅。不死單位（受黑暗通道或喚醒之亡者）對此法術尤其脆弱，必須以10的減值抵抗其效果。	help
Adds demon-skin armor (+2 defense).	增加惡魔皮護甲（防禦+2）。	help
Adds demon wings (2 speed flight).	增加惡魔之翼（2速飛行）。	help
Adds a 2 strength fiery breath.	增加一道強度 2 的火焰吐息。	help
Thrown weapons allows an attacking unit to hurl its thrown weapons before engaging in hand-to-hand.	投擲武器讓進攻單位在進入近身肉搏前先擲出投擲武器。	help
Fire breath allows an attacking unit to breathe a fiery blast before engaging in hand-to-hand.	火焰吐息讓進攻單位在進入近身肉搏前先噴出一道烈焰。	help
Lightning breath allows an attacking unit to breathe an armor piercing blast of lightning before entering hand-to-hand.	閃電吐息讓進攻單位在進入近身肉搏前先噴出一道可穿透護甲的閃電。	help
Doom gaze is a gaze attack that automatically does damage, with no to-hit or defense rolls.	厄運凝視是一種凝視攻擊，會自動造成傷害，無需命中或防禦判定。	help
Death gaze makes all enemy units resist or die instantly. The gaze takes effect before actual melee is entered.	死亡凝視使所有敵方單位進行抵抗判定，否則立即死亡。此凝視在實際近戰開始前生效。	help
Immolation strikes all enemy units engaged in hand-to-hand with a fire attack of strength 4.	焚身術以強度 4 的火焰攻擊打擊所有與其進行近身肉搏的敵方單位。	help
Unit is impervious to all missile attacks (Missile Immunity).	單位對所有遠程攻擊免疫（遠程免疫）。	help
Unit fights (melee) with twice normal strength (swords) while disregarding its own safety (defense of zero, regardless of other defense modifiers).	單位以兩倍的正常近戰強度（劍）作戰，但完全不顧自身安危（防禦歸零，無視其他防禦修正）。	help
Creature is now a vile undead being with +3 melee attack strength (swords), +1 to missile attack strength (bows), breath attacks, hit points (hearts), resistance (crosses) and defense (shields).	生物化為邪惡的不死存在，近戰攻擊強度（劍）+3，並使遠程攻擊強度（弓）、吐息攻擊、生命值（心）、抵抗（十字）與防禦（盾）+1。	help
Unit has weapon immunity and an insubstantial wraith-like form (the unit is non-corporeal). In addition, the unit may move on the overland map as if every land square was a road.	單位獲得武器免疫與虛幻的幽魂形態（單位為非實體）。此外，單位在大地圖上移動時，視每個陸地格皆為道路。	help
Endows the target unit with the ability to regenerate during combat (by 1 hit point/ turn) and afterwards (by an immediate return to full health at the end of combat). If the creature dies in combat it returns from the dead in a state of full health, if its side won the battle. Note that this spell is not able to return a creature that has been banished or unsummoned (banish, death wish, holy word, unsummon).	賦予目標單位在戰鬥中再生（每回合 1 點生命值）以及戰鬥後再生（戰鬥結束時立即回復至滿血）的能力。若該生物在戰鬥中死亡，只要其陣營贏得該場戰役，便會以滿血狀態起死回生。注意此法術無法使被放逐或被遣返的生物復生（放逐術、求死術、神聖言語、遣返）。	help
Endows the target unit (and any units currently stacked with that unit) with the ability to travel over all land terrain as if it were traveling on roads (i.e., the cost is only 1/2 movement point per square).	賦予目標單位（以及當前與該單位疊放的所有單位）在所有陸地地形上移動時皆視為行走於道路的能力（即每格只消耗 1/2 移動力）。	help
Improves a unit's defenses (shields) and resistance to Chaos and Nature magic (crosses), by 10 each. These bonuses do not exert cumulative effects with the spell resist elements.	使單位的防禦（盾）以及對混沌與自然魔法的抵抗（十字）各提升 10。這些加成與「元素抗性」法術不會產生累加效果。	help
Instills in target unit an increased resistance (+3) to the elemental magics of chaos and nature. In addition, the unit gains improved defenses to normal magic ranged attacks (+3 to ranged defense).	賦予目標單位對混沌與自然元素魔法更高的抵抗（+3）。此外，單位對普通魔法遠程攻擊的防禦也獲得提升（遠程防禦 +3）。	help
Renders the unit invisible to all units, except those immune to illusion and those that have True Sight. In combat, the unit becomes visible when adjacent to an enemy unit, but still penalizes the to-hit roll of enemy units by -2.	使單位對所有單位隱形，但對幻象免疫者及擁有真實視覺者除外。在戰鬥中，單位與敵方單位相鄰時會現形，但仍使敵方單位的命中判定 -2。	help
Bestows the power of flight upon the unit.	賦予單位飛行能力。	help
Endows the unit with a tremendously improved resistance (+3 crosses) to negative spells from all magic realms!	賦予單位對所有魔法領域的負面法術大幅提升的抵抗（+3 十字）！	help
Unit is completely immune to all magic spells and their effects, breath and gaze attacks. Unit's defense (shields) is raised to 50 against all magic ranged and melee attacks.	單位對所有魔法法術及其效果、吐息與凝視攻擊完全免疫。單位的防禦（盾）對所有魔法遠程與近戰攻擊提升至 50。	help
Adds +2 attack strengths to both melee and missile attacks. Flaming weapons can hit creatures with Weapon Immunity and exert cumulative effects with eldritch weapon.	對近戰與遠程攻擊各增加 +2 攻擊強度。烈焰武器能命中具武器免疫的生物，並與「邪能武器」產生累加效果。	help
Ranged and melee attacks are harder to defend against (an opponent's ability to defend decreases by one; i.e., each shield loses 10% in its ability to block a hit) and can effectively hit creatures that have Weapon Immunity. Eldritch weapon exerts cumulative effects with flame blade.	遠程與近戰攻擊更難防禦（對手的防禦能力降低 1；即每面盾牌格擋命中的能力降低 10%），並能有效命中具武器免疫的生物。邪能武器與烈焰刃產生累加效果。	help
The unit does not suffer from the ignores-armor effect of illusionary attacks, always makes resistance rolls for Sorcery spells, and can see invisible units and through Walls of Darkness.	單位不受幻象攻擊無視護甲效果的影響，對祕法法術一律進行抵抗判定，並能看見隱形單位及看穿黑暗之牆。	help
Blesses the unit's weapons, allowing them to hit creatures which are immune to non-magical attacks and giving a +1 to-hit bonus in combat.	為單位的武器賜福，使其能命中對非魔法攻擊免疫的生物，並在戰鬥中給予 +1 命中加成。	help
Adds +3 to the unit's defense and resistance against all death or chaos related spells or monster attacks.	使單位的防禦及對所有死亡或混沌相關法術或怪物攻擊的抵抗 +3。	help
Adds + 3 to the unit's attack strength, hits, and resistance.	使單位的攻擊強度、生命與抵抗 +3。	help
Adds +1 to each figure's melee attack strength.	使每個個體的近戰攻擊強度 +1。	help
Allows the unit to shift planes at will, back and forth. While the unit is active and the plane is changed, the unit will move back and forth between planes.	使單位能隨意在位面間來回轉移。當單位處於啟動狀態且位面改變時，單位將在位面之間來回移動。	help
The units' defense is increased by +3.	單位的防禦 +3。	help
Protected unit gains almost total immunity from death and chaos magic.	受保護的單位幾乎完全免疫死亡與混沌魔法。	help
The unit is resistant to damage from non-magical attacks, and the first two hits sustained by the unit from any attack are ignored.	單位對非魔法攻擊造成的傷害具抵抗力，且受到任何攻擊的前兩次命中會被忽略。	help
If the unit fails to resist, it loses -2 from its chance to hit and all attackers gain a +2 to hit.	若單位抵抗失敗，其命中機率 -2，且所有攻擊者獲得 +2 命中。	help
If the victim unit fails to resist at -4, it becomes confused. At the beginning of each turn, the effects of this spell will be determined randomly from this list: 1) unit stands confused, 2) unit moves randomly, 3) unit is controlled by opponent, and 4) no effect.	若受害單位以 -4 抵抗失敗，便會陷入混亂。每回合開始時，此法術的效果將從以下清單隨機決定：1) 單位陷入混亂、2) 單位隨機移動、3) 單位受對手控制、4) 無效果。	help
All creatures within the unit lose -5 to their attacks, defense, and resistance rolls. Mind storm is automatic and does not have a resistance roll. The spell does not work against units immune to illusions.	單位內所有生物的攻擊、防禦與抵抗判定 -5。心靈風暴為自動生效，無抵抗判定。此法術對幻象免疫的單位無效。	help
Attempts to shatter all the weapons in a normal target unit. The unit gets one chance to resist these powers of chaos; if it is unsuccessful all of the unit's melee, thrown, and missile attack strengths decrease to one.	試圖摧毀普通目標單位的所有武器。單位有一次機會抵抗這股混沌之力；若失敗，單位的所有近戰、投擲與遠程攻擊強度均降為 1。	help
Saps the strength out of a target unit's creatures, who suffer a penalty of 2 to their melee, thrown and ranged attack strengths. Units get no chance to resist.	削弱目標單位生物的力量，使其近戰、投擲與遠程攻擊強度受到 2 點懲罰。單位無抵抗機會。	help
Reduces the attack strength of the unit by half.	使單位的攻擊強度減半。	help
All enemy spell casters are drained 5 mana each combat turn This includes the opponent wizard you are currently battling. Additionally, all units with magical ranged attacks lose one spell shot each turn.	每個戰鬥回合，所有敵方施法者各被汲取 5 法力，包括你當前正在交戰的對手巫師。此外，所有具魔法遠程攻擊的單位每回合損失一次法術射擊。	help
Web entangles an enemy unit in a web which traps the unit where it stands.	蛛網將敵方單位困在網中，使其無法離開原地。	help
Possessed unit fights for the casting wizard until combat ends. Fantastic creatures and heroes may not be possessed.	被附身的單位為施法巫師作戰直到戰鬥結束。奇幻生物與英雄無法被附身。	help
This indicates how much gold, food, and magic it costs to maintain this unit each turn.	此項表示維持此單位每回合所需的金幣、食物與魔力花費。	help
